type,front_or_cloze_text,back_or_extra,domain,task_statement,priority,card_class,reference
basic,"An agent reviewing its own generated output rarely catches its own errors. Why does adding more self-review passes, or giving the same reviewing instance more tools, not fix this?","A model reviewing its own output retains the reasoning that produced the errors in the first place, so it rarely questions its own prior decisions — that's a structural blindness, not a lack of effort or tooling. An independent instance without that generation context, reviewing fresh, catches what self-review misses.",D4,4.6,normal,mechanism,Mock Exam A rubric Q41 · Exam Guide §6 TS4.6
basic,"A long-running conversation is progressively summarized to save context. Transactional facts (amounts, dates, order numbers) start silently drifting or vanishing. Why does progressive summarization cause this, and what's the fix?","Progressive summarization erodes exactly the precise facts that must never drift, because summarization is lossy by nature. The fix is a persistent case-facts block — a structured record of the critical values — carried in every prompt outside the summarized history, not just re-instructing the model to 'be careful.'",D5,5.1,high,antipattern,Mock Exam A rubric Q13 · Exam Guide §6 TS5.1
basic,"Simply summarizing less aggressively, or waiting longer before summarizing, delays a context-preservation problem. Why does that not solve it?","It only delays failure until the context window eventually fills anyway — the underlying loss still happens once summarization has to occur. Preventing drift of critical facts requires structuring them outside the summarized history, not tuning when or how much to summarize.",D5,5.1,high,discrimination,Mock Exam A rubric Q13 · Exam Guide §6 TS5.1
basic,"A customer explicitly asks, for the second time, to speak to a human. Should the agent attempt investigation first?","No — an explicit, repeated demand for a human is honored immediately, without first attempting further investigation. Acknowledging and offering to resolve is correct only for frustration *without* an explicit demand; here the customer has already stated the demand twice.",D5,5.2,high,mechanism,Mock Exam A rubric Q14 · Exam Guide §6 TS5.2
basic,A support agent hits a situation company policy simply never addressed (e.g. matching a competitor's price). What should it do?,"Treat the policy gap itself as an escalation trigger, regardless of how complex the case otherwise is — don't improvise policy in either the generous or the restrictive direction, and don't rely on self-reported confidence to decide whether to escalate, since confidence scores here are poorly calibrated.",D5,5.2,high,mechanism,Mock Exam A rubric Q15 · Exam Guide §6 TS5.2
basic,"Using detected customer sentiment (frustration, anger) as the trigger for escalation is called out as a named anti-pattern. What should trigger escalation instead?","Explicit criteria: an explicit customer demand for a human, or an identified policy gap — not an inferred emotional state, which is an unreliable proxy for whether escalation is actually warranted.",D5,5.2,high,antipattern,"Mock Exam A rubric Q14, Q15 · Exam Guide §6 TS5.2"
basic,A subagent in a multi-agent pipeline hits a transient error (e.g. a brief API timeout). Should this immediately propagate up to the coordinator?,"No — transient failures should be recovered locally first, with retry and backoff. Only errors that remain unresolvable after local recovery should propagate to the coordinator, and when they do, they should carry what was attempted plus any partial results — not just a bare failure.",D5,5.3,normal,mechanism,Mock Exam A rubric Q42 · Exam Guide §6 TS5.3
basic,"A multi-agent report was assembled from sources that only partially covered the topic. What should the final output disclose, and what should it avoid doing silently?","It should include coverage annotations stating which findings are well-supported and which topic areas have gaps due to unavailable sources. It must not silently narrow scope without disclosure, or present the partial research as if it were complete.",D5,5.3,normal,mechanism,Mock Exam A rubric Q43 · Exam Guide §6 TS5.3
basic,"An agent exploring a large, unfamiliar codebase starts answering with generic 'typical patterns' instead of referencing the specific classes it already discovered earlier in the session. What is happening, and what's the fix?","This is the signature of context degradation — accumulated understanding is being lost as the session goes on. Scratchpad files that persist key findings (specific class/function names, discovered structure) across context boundaries give later turns something concrete to consult, rather than asking the model to simply try harder to remember.",D5,5.4,high,antipattern,Mock Exam A rubric Q21 · Exam Guide §6 TS5.4
basic,Why is 'just use a model with a larger context window' the wrong fix for degraded answer quality during long codebase exploration?,A larger window delays running out of space but doesn't address attention dilution or the loss of specific accumulated findings — the guide names it explicitly as a non-fix. Persisting concrete findings (e.g. in scratchpad files) addresses the actual degradation; a bigger window doesn't.,D5,5.4,high,antipattern,blueprint_map.md Question style rules · TS5.4
basic,A field extraction system reports 97% aggregate accuracy. Is that enough evidence to automate high-confidence extractions without further checks?,"No — aggregate accuracy can mask poor performance in specific segments (e.g. one document type or field consistently underperforming). Validate accuracy broken down by document type and field before automating on top of the aggregate number, or automation will silently corrupt the weak segments.",D5,5.5,normal,mechanism,Mock Exam A rubric Q59 · Exam Guide §6 TS5.5
basic,"Design a human-review routing scheme for extracted data: what decides how much gets sent to human review, and what ongoing check catches problems the routing itself would miss?","Route review capacity by calibrated field-level confidence (confidence scores checked against a labeled validation set, not raw self-reported scores) and source ambiguity. Keep stratified random sampling running even on high-confidence extractions to measure residual error and catch novel failure patterns that past error distributions wouldn't predict.",D5,5.5,normal,mechanism,Mock Exam A rubric Q60 · Exam Guide §6 TS5.5
basic,"Why is an uncalibrated, self-reported confidence score from the model itself not sufficient for routing review effort?","Self-reported confidence isn't validated against ground truth, so it can be systematically miscalibrated — confidently wrong or unconfidently right. Calibration means checking that score against a labeled validation set first; only then is it a trustworthy signal for how much review a given extraction needs.",D5,5.5,normal,discrimination,Mock Exam A rubric Q60 · Exam Guide §6 TS5.5
basic,"Two credible sources give different values for the same fact, dated a year apart. What should a synthesis pipeline do with the conflict?","Preserve both values and explicitly annotate the conflict with attribution and dates, deferring reconciliation to the coordinator or reader — the date gap may itself explain the discrepancy. Silently picking one source, averaging the values, or dropping one value entirely all destroy a genuine finding: the conflict itself is signal.",D5,5.6,normal,antipattern,Mock Exam A rubric Q44 · Exam Guide §6 TS5.6
basic,How does claim-source attribution actually survive being merged and passed through multiple downstream agents in a synthesis pipeline?,"Only if it's structural: explicit claim-source mappings (the claim, the supporting excerpt, and the source) that every agent handling the data is required to preserve and carry forward. Listing sources without linking them to specific claims, or reconstructing citations after the fact, both lose the connection.",D5,5.6,normal,mechanism,Mock Exam A rubric Q45 · Exam Guide §6 TS5.6
basic,"What are the two structural distractor types the exam blueprint names, and what does each look like?","'Over-engineered': adds unnecessary machinery (a classifier model, a routing layer, a cache) to solve a problem a simpler mechanism already solves. 'Plausible but solves a different problem': a real, reasonable-sounding technique that addresses a different failure mode than the one described in the scenario.",EXAM,exam,normal,technique,blueprint_map.md Question style rules
basic,What is the CCAR-F scaled score range and passing cut score?,"Scores are reported on a scale of 100 to 1,000; the passing cut score is 720.",EXAM,exam,normal,technique,"Exam Guide §3, §10"
basic,"How many items are on the CCAR-F exam, what is the time limit, and how are scenarios structured?","60 items (multiple-choice and multiple-response, each stating how many responses to select) in 120 minutes, drawn from 4 scenarios selected out of a bank of 6.",EXAM,exam,normal,technique,Exam Guide §3
basic,"For a multiple-response ('Select TWO') item, how is it scored if a candidate picks one correct option plus one incorrect option?",It scores as incorrect. Multiple-response items only score correct when every correct option is selected and no incorrect option is selected — partial credit is not given.,EXAM,exam,normal,technique,Mock Exam A rubric Scoring section
basic,List several of the guide's explicitly named anti-pattern distractor themes that recur across many questions.,Prompt instructions used where deterministic enforcement is required; iteration caps or text-parsing used as loop termination; self-reported confidence or detected sentiment used as an escalation proxy; generic 'Operation failed' error messages; silently returning failure as success; giving an agent every available tool; consolidating tools prematurely; a larger context window offered as the fix for attention dilution; and references to nonexistent flags or settings.,EXAM,exam,normal,technique,blueprint_map.md Question style rules
basic,Is the CCAR-F exam scored against other candidates (curved) or against a fixed standard?,"It is criterion-referenced: each candidate is measured against a fixed performance standard set by a formal standard-setting study, not ranked against other candidates' performance.",EXAM,exam,normal,definition,Exam Guide §10
basic,What is the CCAR-F retake policy after a failed attempt: waiting periods and maximum attempts?,"Waiting periods increase with each failure: 14 days after the first, 30 days after the second, 90 days after the third. A candidate may take the exam up to four times within a rolling twelve-month period, and the exam fee applies to every attempt.",EXAM,exam,normal,definition,Exam Guide §12
basic,"A distractor option references a specific CLI flag, environment variable, or API parameter you don't recognize from the study material. What should you assume, and why?","Assume it may not exist and treat unfamiliarity as a red flag rather than a gap in your own knowledge — the guide explicitly notes that nonexistent flags/settings are a recurring, deliberately-planted distractor category, not an obscure-but-real feature you forgot.",EXAM,exam,normal,technique,blueprint_map.md Question style rules
